Trail_Name,Rank,Difficulty,Distance_Miles,Elevation_Feet,Route_Type,Description,Cluster_number,State,Latitude,Longitude,Cluster_number_whole
"Ridge, Lower Path, Brook, Forest and Beech Trail Loop",744,Easy,4,410,Loop,"Ridge, Lower Path, Brook, Forest and Beech Trail Loop is a 4 mile lightly trafficked loop trail located near Milford, New Hampshire that features a waterfall and is good for all skill levels. The trail is primarily used for hiking, trail running, and mountain biking. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.82924,-71.70872,1
Ammonoosuc River Loop ,746,Easy,2,177,Loop,"Ammonoosuc River Loop  is a 2 mile lightly trafficked loop trail located near Whitefield, New Hampshire that features a river. The trail is good for all skill levels and offers a number of activity options.",5,New Hampshire,44.26635,-71.41613,1
Lake Winnipesaukee,747,Easy,13.1,36,Loop,"Lake Winnipesaukee is a 13.1 mile lightly trafficked loop trail located near Gilford, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options and is best used from May until September.",5,New Hampshire,43.5425,-71.29562,1
Red and Yellow Trail Loop,753,Easy,2.6,124,Loop,"Red and Yellow Trail Loop is a 2.6 mile moderately trafficked loop trail located near Plaistow, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking and bird watching and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.8633,-71.1186,1
Lake Potanipo,755,Easy,2.5,68,Loop,"Lake Potanipo is a 2.5 mile moderately trafficked loop trail located near Brookline, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and mountain biking and is best used from May until November. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.73551,-71.67036,1
Summit East and Summit West Loop Trail,756,Easy,3.3,242,Loop,"Summit East and Summit West Loop Trail is a 3.3 mile moderately trafficked loop trail located near Francestown, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.97105,-71.84966,1
Lake Umbagog,763,Easy,6.9,6,Loop,"Lake Umbagog is a 6.9 mile lightly trafficked loop trail located near Errol, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for canoeing, sea kayaking, and whitewater kayaking and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,44.70229,-71.05532,1
Campbell and Tufts Trail Loop via Gage's Mill Trail,765,Easy,2.8,308,Loop,"Campbell and Tufts Trail Loop via Gage's Mill Trail is a 2.8 mile lightly trafficked loop trail located near Bedford, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, trail running, and nature trips. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.94716,-71.59398,1
Fall Mountain State Forest,771,Easy,3.6,557,Loop,"Fall Mountain State Forest is a 3.6 mile moderately trafficked loop trail located near Alstead, New Hampshire that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.16291,-72.40735,1
Kilborn Pond and John Summers Trail,772,Easy,4,318,Loop,"Kilborn Pond and John Summers Trail is a 4 mile lightly trafficked loop trail located near Hinsdale, New Hampshire that features a lake and is good for all skill levels. The trail is primarily used for hiking, trail running, and nature trips. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.84151,-72.48343,1
"Bobcat Broken Boulder, and Salt Lick Loop",779,Easy,4.7,164,Loop,"Bobcat Broken Boulder, and Salt Lick Loop is a 4.7 mile moderately trafficked loop trail located near Suncook, New Hampshire that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is best used from May until September.",5,New Hampshire,43.13519,-71.36607,1
Lee Town Forest Trail Loop,784,Easy,1.8,108,Loop,"Lee Town Forest Trail Loop is a 1.8 mile moderately trafficked loop trail located near Lee, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.12716,-71.00798,1
Sandy Point Identification Trail,786,Easy,0.7,26,Loop,"Sandy Point Identification Trail is a 0.7 mile moderately trafficked loop trail located near Greenland, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from April until October.",5,New Hampshire,43.05488,-70.89703,1
Ransmeier Hiking Trail Orange Loop,787,Easy,1.2,164,Loop,"Ransmeier Hiking Trail Orange Loop is a 1.2 mile loop trail located near Contoocook, New Hampshire. The trail is good for all skill levels and primarily used for hiking and walking.",5,New Hampshire,43.19626,-71.67854,1
"Wildlife Pond, Smith, Wood Duck Pond and Rocky Ridge Loop Trail ",789,Easy,4.3,275,Loop,"Wildlife Pond, Smith, Wood Duck Pond and Rocky Ridge Loop Trail  is a 4.3 mile moderately trafficked loop trail located near Hollis, New Hampshire that features a lake. The trail is good for all skill levels and offers a number of activity options.",5,New Hampshire,42.73339,-71.62155,1
Pickering Ponds Loop,794,Easy,1.7,26,Loop,"Pickering Ponds Loop is a 1.7 mile moderately trafficked loop trail located near Rochester, New Hampshire that features a lake and is good for all skill levels. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.25403,-70.95889,1
Andres Quarry Loop,801,Easy,0.5,72,Loop,"Andres Quarry Loop is a 0.5 mile moderately trafficked loop trail located near Brookline, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from April until September.",5,New Hampshire,42.7286,-71.66572,1
Moore and Cemetery Loop Trail,803,Easy,2.3,173,Loop,"Moore and Cemetery Loop Trail is a 2.3 mile moderately trafficked loop trail located near Hampstead, New Hampshire that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,42.88129,-71.19253,1
"Henderson-Swasey Red, Green, and Yellow Loop",811,Easy,2.8,242,Loop,"Henderson-Swasey Red, Green, and Yellow Loop is a 2.8 mile heavily trafficked loop trail located near Exeter, New Hampshire that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is best used from May until September.",5,New Hampshire,43.00426,-70.94789,1
APD Trails,814,Easy,2.2,200,Loop,"APD Trails is a 2.2 mile lightly trafficked loop trail located near Lebanon, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,43.64053,-72.26276,1
Moody Park Loop Trail,819,Easy,1.8,65,Loop,"Moody Park Loop Trail is a 1.8 mile moderately trafficked loop trail located near Claremont, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.36425,-72.36252,1
Grafton Pond,823,Easy,3.4,246,Loop,"Grafton Pond is a 3.4 mile lightly trafficked loop trail located near Grafton, New Hampshire that features a lake and is good for all skill levels. The trail is primarily used for hiking, trail running, and canoeing and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.58001,-72.04529,1
Barringer's Cliffs and Collins Point,824,Easy,2.7,232,Loop,"Barringer's Cliffs and Collins Point is a 2.7 mile moderately trafficked loop trail located near Auburn, New Hampshire that features a lake and is good for all skill levels. The trail is primarily used for hiking, nature trips, and mountain biking and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.01125,-71.35921,1
Little Bear and Big Bear Loop Trail,828,Easy,2.6,150,Loop,"Little Bear and Big Bear Loop Trail is a 2.6 mile moderately trafficked loop trail located near Suncook, New Hampshire that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is best used from April until September.",5,New Hampshire,43.14394,-71.35672,1
Cow Lane to Eastman Meadow Trail ,840,Easy,1.9,150,Loop,"Cow Lane to Eastman Meadow Trail  is a 1.9 mile moderately trafficked loop trail located near Hollis, New Hampshire that features a lake. The trail is good for all skill levels and offers a number of activity options.",5,New Hampshire,42.72256,-71.60687,1
Great Rock Loop,843,Easy,1.4,190,Loop,"Great Rock Loop is a 1.4 mile moderately trafficked loop trail located near Sandown, New Hampshire that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from April until September.",5,New Hampshire,42.94124,-71.17955,1
Kinder Memorial Forest Castello Trail,844,Easy,2.6,380,Loop,"Kinder Memorial Forest Castello Trail is a 2.6 mile lightly trafficked loop trail located near Lincoln, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,44.13027,-71.98551,1
Casalis Forest Trail Loop,850,Easy,3,265,Loop,"Casalis Forest Trail Loop is a 3 mile lightly trafficked loop trail located near Peterborough, New Hampshire that features a lake. The trail is good for all skill levels and offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.85004,-71.90937,1
Phillips Exeter Academy Blue Trail,851,Easy,1,9,Loop,"Phillips Exeter Academy Blue Trail is a 1 mile moderately trafficked loop trail located near Exeter, New Hampshire that features a river and is good for all skill levels. The trail is primarily used for walking, trail running, and mountain biking. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.97289,-70.9394,1
Belknap Woods Loop,861,Easy,2,196,Loop,"Belknap Woods Loop is a 2 mile lightly trafficked loop trail located near Moultonborough, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, trail running, and nature trips and is accessible year-round.",5,New Hampshire,43.70326,-71.50117,1
Pine Trail and Bacon Trail Loop,866,Easy,1.7,262,Loop,"Pine Trail and Bacon Trail Loop is a 1.7 mile moderately trafficked loop trail located near Amherst, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.918,-71.61798,1
The Sawyer Trail,873,Easy,0.9,82,Loop,"The Sawyer Trail is a 0.9 mile moderately trafficked loop trail located near Sunapee, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, and nature trips and is best used from April until October. Dogs are also able to use this trail.",5,New Hampshire,43.39898,-72.08222,1
Henderson-Swasey Town Forest: Red Loop Trail,879,Easy,5.7,419,Loop,"Henderson-Swasey Town Forest: Red Loop Trail is a 5.7 mile moderately trafficked loop trail located near Exeter, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from May until September.",5,New Hampshire,43.00431,-70.94822,1
Heald Pond Trail,886,Easy,2,164,Loop,"Heald Pond Trail is a 2 mile loop trail located near Wilton, New Hampshire. The trail is good for all skill levels and primarily used for hiking and snowshoeing. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.7979,-71.80385,1
Kimball Pond East Side and Loop Trail,889,Easy,2.3,187,Loop,"Kimball Pond East Side and Loop Trail is a 2.3 mile moderately trafficked loop trail located near Dunbarton, New Hampshire that features a lake and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.0815,-71.57538,1
Wiley Pond and Saco River Loop,891,Easy,1.2,42,Loop,"Wiley Pond and Saco River Loop is a 1.2 mile moderately trafficked loop trail located near Bartlett, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until September.",5,New Hampshire,44.18254,-71.3991,1
Betty Mack Trail ,894,Easy,3.2,111,Loop,"Betty Mack Trail  is a 3.2 mile loop trail located near Londonderry, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options.",5,New Hampshire,42.88099,-71.42066,1
Beaver Pond to Lynx Trail and Broken Boulder Loop,901,Easy,7.8,613,Loop,"Beaver Pond to Lynx Trail and Broken Boulder Loop is a 7.8 mile moderately trafficked loop trail located near Deerfield, New Hampshire that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is best used from April until September.",5,New Hampshire,43.11372,-71.32454,1
"Bear Brook, Carr Ridge and Hayes Farm Loop",903,Easy,5.3,419,Loop,"Bear Brook, Carr Ridge and Hayes Farm Loop is a 5.3 mile moderately trafficked loop trail located near Suncook, New Hampshire that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is best used from April until September.",5,New Hampshire,43.14395,-71.35698,1
Portsmouth Off-Leash Dog Area Loop,908,Easy,1.2,59,Loop,"Portsmouth Off-Leash Dog Area Loop is a 1.2 mile loop trail located near Portsmouth, New Hampshire and is good for all skill levels. The trail is primarily used for hiking, walking, trail running, and nature trips. Dogs are also able to use this trail.",5,New Hampshire,43.05746,-70.79201,1
Mushroom Trail,913,Easy,2.8,324,Loop,"Mushroom Trail is a 2.8 mile moderately trafficked loop trail located near Hillsborough, New Hampshire that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.13826,-71.91335,1
Forest Ecology Loop Trail,920,Easy,1.2,55,Loop,"Forest Ecology Loop Trail is a 1.2 mile moderately trafficked loop trail located near Silver Lake, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.82115,-71.16164,1
Helen's Way to Charles Davisson Trail,921,Easy,1.6,223,Loop,"Helen's Way to Charles Davisson Trail is a 1.6 mile lightly trafficked loop trail located near Wilton, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round.",5,New Hampshire,42.82234,-71.80181,1
Caterpillar and Silverfish Loop,933,Easy,2.4,239,Loop,"Caterpillar and Silverfish Loop is a 2.4 mile moderately trafficked loop trail located near Amherst, New Hampshire that features a great forest setting and is good for all skill levels. The trail offers a number of activity options and is best used from April until September.",5,New Hampshire,42.86643,-71.57146,1
"Goat, Quarry Red, and Bruce Lee Loop",934,Easy,1.9,387,Loop,"Goat, Quarry Red, and Bruce Lee Loop is a 1.9 mile lightly trafficked loop trail located near Lebanon, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options. Dogs are also able to use this trail.",5,New Hampshire,43.66,-72.25298,1
Mink Hills,935,Easy,4.9,1092,Loop,"Mink Hills is a 4.9 mile lightly trafficked loop trail located near South Sutton, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from May until November. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.28592,-71.86025,1
Bow Woods Loop,936,Easy,2.4,144,Loop,"Bow Woods Loop is a 2.4 mile lightly trafficked loop trail located near Bow, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, nature trips, and cross country skiing.",5,New Hampshire,43.14214,-71.50165,1
Catamount Hill via Bear Brook Upper Trail ,941,Easy,5.9,633,Loop,"Catamount Hill via Bear Brook Upper Trail  is a 5.9 mile moderately trafficked loop trail located near Suncook, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from April until September.",5,New Hampshire,43.14382,-71.35677,1
Mayflower Hill Loop,946,Easy,0.8,59,Loop,"Mayflower Hill Loop is a 0.8 mile lightly trafficked loop trail located near Milford, New Hampshire that offers the chance to see wildlife. The trail is good for all skill levels and offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.84398,-71.65202,1
Foss Farm,948,Easy,3,101,Loop,"Foss Farm is a 3 mile lightly trafficked loop trail located near Durham, New Hampshire that offers scenic views and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from June until September.",5,New Hampshire,43.12835,-70.93931,1
Cockermouth Ledge Loop,949,Easy,1.9,255,Loop,"Cockermouth Ledge Loop is a 1.9 mile lightly trafficked loop trail located near Hebron, New Hampshire that features a river and is good for all skill levels. The trail offers a number of activity options. Dogs are also able to use this trail.",5,New Hampshire,43.69632,-71.82367,1
Henderson-Swasey Town Forest: Yellow Loop,951,Easy,2.1,167,Loop,"Henderson-Swasey Town Forest: Yellow Loop is a 2.1 mile moderately trafficked loop trail located near Exeter, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options and is best used from May until September.",5,New Hampshire,43.00426,-70.94789,1
ACL Woodlock Trail System Loop,952,Easy,1.4,114,Loop,"ACL Woodlock Trail System Loop is a 1.4 mile moderately trafficked loop trail located near Atkinson, New Hampshire that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,42.83748,-71.17748,1
Yellow Lower and Blue Upper Loop,961,Easy,1.8,196,Loop,"Yellow Lower and Blue Upper Loop is a 1.8 mile moderately trafficked loop trail located near Gilford, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking, walking, trail running, and nature trips and is best used from March until November.",5,New Hampshire,43.55236,-71.40382,1
Mraz North to Byrne to Otis Hill to Neil Mill Loop,969,Easy,7,380,Loop,"Mraz North to Byrne to Otis Hill to Neil Mill Loop is a 7 mile lightly trafficked loop trail located near Newfields, New Hampshire that features a river and is good for all skill levels. The trail offers a number of activity options. Dogs are also able to use this trail.",5,New Hampshire,43.04761,-71.00161,1
Little Harbor Loop Trail,971,Easy,1.5,104,Loop,"Little Harbor Loop Trail is a 1.5 mile loop trail located near Portsmouth, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, walking, and trail running.",5,New Hampshire,43.06194,-70.73919,1
Stonehurst Manor Trail,974,Easy,3,85,Loop,"Stonehurst Manor Trail is a 3 mile lightly trafficked loop trail located near North Conway, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for hiking and trail running. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,44.06998,-71.14043,1
Rye Town Forest Loop,976,Easy,1.7,52,Loop,"Rye Town Forest Loop is a 1.7 mile lightly trafficked loop trail located near Rye, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.00546,-70.76055,1
Crown Hill and Noyes Rock,983,Easy,2,193,Loop,"Crown Hill and Noyes Rock is a 2 mile moderately trafficked loop trail located near Atkinson, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,42.85843,-71.1386,1
Pond Parish to Grater Forest,984,Easy,2.1,301,Loop,"Pond Parish to Grater Forest is a 2.1 mile lightly trafficked loop trail located near Amherst, New Hampshire that offers the chance to see wildlife. The trail is good for all skill levels and primarily used for hiking, trail running, and nature trips.",5,New Hampshire,42.8663,-71.58467,1
Kingston State Park Loop,987,Easy,1.2,42,Loop,"Kingston State Park Loop is a 1.2 mile moderately trafficked loop trail located near Kingston, New Hampshire that features a lake and is good for all skill levels. The trail is primarily used for hiking, walking, and nature trips and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.92867,-71.05466,1
"Red, Blue and Orange Trail ",992,Easy,2.4,285,Loop,"Red, Blue and Orange Trail  is a 2.4 mile moderately trafficked loop trail located near Sandown, New Hampshire that features a river. The trail is good for all skill levels and is primarily used for hiking, walking, trail running, and nature trips.",5,New Hampshire,42.9412,-71.17964,1
Dutton Brook Trail,994,Easy,1.7,154,Loop,"Dutton Brook Trail is a 1.7 mile moderately trafficked loop trail located near Greenfield, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and birding and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.97953,-71.87683,1
Harris Center Orange Trail,996,Easy,2.8,291,Loop,"Harris Center Orange Trail is a 2.8 mile moderately trafficked loop trail located near Hancock, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.97889,-72.02137,1
Harris Center Loop,997,Easy,1.9,98,Loop,"Harris Center Loop is a 1.9 mile lightly trafficked loop trail located near Peterborough, New Hampshire that features a river and is good for all skill levels. The trail is primarily used for hiking, walking, and running. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.91871,-72.00071,1
"Jeff Smith, French Meadow, Beaver Brook, Elkins Road and Meadow Trail ",1004,Easy,3.4,298,Loop,"Jeff Smith, French Meadow, Beaver Brook, Elkins Road and Meadow Trail  is a 3.4 mile heavily trafficked loop trail located near Hollis, New Hampshire that features a lake. The trail is good for all skill levels and offers a number of activity options.",5,New Hampshire,42.7285,-71.62811,1
Little Boulder Field Trail,1009,Easy,1,141,Loop,"Little Boulder Field Trail is a 1 mile moderately trafficked loop trail located near Nottingham, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from March until October.",5,New Hampshire,43.10911,-71.14791,1
Henderson-Swasey Orchard Trail,1014,Easy,1.9,104,Loop,"Henderson-Swasey Orchard Trail is a 1.9 mile moderately trafficked loop trail located near Exeter, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options and is best used from April until September.",5,New Hampshire,42.99603,-70.94693,1
Pawtuckaway Lake,1015,Easy,7.8,0,Loop,"Pawtuckaway Lake is a 7.8 mile moderately trafficked loop trail located near Nottingham, New Hampshire that offers scenic views and is good for all skill levels. The trail is primarily used for nature trips.",5,New Hampshire,43.08713,-71.15858,1
Gulf Road Horseback Trail,1017,Easy,3,354,Loop,"Gulf Road Horseback Trail is a 3 mile lightly trafficked loop trail located near Derry, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs and horses are also able to use this trail.",5,New Hampshire,42.85646,-71.22565,1
Ragged Neck Trail,1020,Easy,1,6,Loop,"Ragged Neck Trail is a 1 mile lightly trafficked loop trail located near Rye, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail is primarily used for walking and is best used from April until October.",5,New Hampshire,43.00162,-70.74492,1
Warwick Preserve Loop,1026,Easy,1.6,469,Loop,"Warwick Preserve Loop is a 1.6 mile lightly trafficked loop trail located near Westmoreland, New Hampshire. The trail is good for all skill levels and is primarily used for hiking, walking, and nature trips. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.97198,-72.45153,1
Silverfish Loop,1029,Easy,2.2,144,Loop,"Silverfish Loop is a 2.2 mile moderately trafficked loop trail located near Amherst, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from April until October.",5,New Hampshire,42.86637,-71.57156,1
Patch Hill Loop ,1031,Easy,1.9,403,Loop,"Patch Hill Loop  is a 1.9 mile lightly trafficked loop trail located near Amherst, New Hampshire that offers the chance to see wildlife. The trail is good for all skill levels and offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.85779,-71.65543,1
Carlton Path via Red and Yellow Trail,1033,Easy,3,88,Loop,"Carlton Path via Red and Yellow Trail is a 3 mile moderately trafficked loop trail located near Plaistow, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.86334,-71.11858,1
Mount Katherine via Pasture Path and Red Path Loop,1035,Easy,3,278,Loop,"Mount Katherine via Pasture Path and Red Path Loop is a 3 mile lightly trafficked loop trail located near Wonalancet, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking and snowshoeing and is best used from March until December. Dogs are also able to use this trail.",5,New Hampshire,43.91382,-71.36217,1
Sawyer Loop,1041,Easy,1.7,65,Loop,"Sawyer Loop is a 1.7 mile lightly trafficked loop trail located near Atkinson, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options. Dogs are also able to use this trail.",5,New Hampshire,42.8248,-71.13614,1
Hubbard Pond Loop,1043,Easy,5.2,436,Loop,"Hubbard Pond Loop is a 5.2 mile loop trail located near Rindge, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, bird watching, and mountain biking.",5,New Hampshire,42.78214,-71.97856,1
ACL Stickney Land Trail Loop,1054,Easy,1.6,154,Loop,"ACL Stickney Land Trail Loop is a 1.6 mile moderately trafficked loop trail located near Atkinson, New Hampshire that features a lake and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",5,New Hampshire,42.85638,-71.20114,1
Milan Hill Firetower,1057,Easy,1.1,203,Loop,"Milan Hill Firetower is a 1.1 mile loop trail located near Milan, New Hampshire that offers scenic views and is good for all skill levels. The trail is primarily used for hiking and nature trips.",5,New Hampshire,44.57722,-71.22559,1
Marshall Land Trails,1061,Easy,2.2,114,Loop,"Marshall Land Trails is a 2.2 mile loop trail located near Hampstead, New Hampshire and is good for all skill levels. The trail is primarily used for hiking and nature trips.",5,New Hampshire,42.86091,-71.19413,1
"Crown Hill, Noyes Rock and Pine Knoll Trails",1071,Easy,5.2,351,Loop,"Crown Hill, Noyes Rock and Pine Knoll Trails is a 5.2 mile loop trail located near Atkinson, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking, trail running, and nature trips.",5,New Hampshire,42.85743,-71.13967,1
Kinsman Notch Trail,1072,Easy,0.5,39,Loop,"Kinsman Notch Trail is a 0.5 mile moderately trafficked loop trail located near Woodstock, New Hampshire that features a river and is good for all skill levels. The trail is primarily used for hiking, walking, trail running, and nature trips and is best used from April until October.",5,New Hampshire,44.03838,-71.78547,1
 Forest Loop Via Homestead Trail,1075,Easy,1.7,75,Loop," Forest Loop Via Homestead Trail is a 1.7 mile lightly trafficked loop trail located near Fremont, New Hampshire that offers the chance to see wildlife and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs and horses are also able to use this trail.",5,New Hampshire,42.98388,-71.09621,1
McCarthy Trail,1077,Easy,1,49,Loop,"McCarthy Trail is a 1 mile lightly trafficked loop trail located near Farmington, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail is primarily used for hiking, walking, and bird watching and is best used from April until October. Dogs are also able to use this trail.",5,New Hampshire,43.37926,-71.04739,1
Cooper Cedar Woods via Main Trail,1078,Easy,0.7,16,Loop,"Cooper Cedar Woods via Main Trail is a 0.7 mile lightly trafficked loop trail located near New Durham, New Hampshire that features a great forest setting. The trail is good for all skill levels and is primarily used for hiking, walking, and nature trips. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,43.42309,-71.15398,1
Heron to Trivial Pursuit to Whaddaya Think to Three Sisters Loop,1086,Easy,2.8,265,Loop,"Heron to Trivial Pursuit to Whaddaya Think to Three Sisters Loop is a 2.8 mile moderately trafficked loop trail located near Londonderry, New Hampshire and is good for all skill levels. The trail is primarily used for hiking, nature trips, and mountain biking. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.85691,-71.43141,1
Fullam Pond Loop,1088,Easy,7.4,629,Loop,"Fullam Pond Loop is a 7.4 mile lightly trafficked loop trail located near Winchester, New Hampshire that features a lake and is good for all skill levels. The trail is primarily used for hiking, trail running, and nature trips. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.84943,-72.42869,1
Margaret's Meander Trail,1089,Easy,1.4,190,Loop,"Margaret's Meander Trail is a 1.4 mile lightly trafficked loop trail located near Wilton, New Hampshire that features beautiful wild flowers and is good for all skill levels. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",5,New Hampshire,42.82237,-71.80153,1
Sheridan Woods Trail,1094,Easy,4.1,1138,Loop,"Sheridan Woods Trail is a 4.1 mile lightly trafficked loop trail located near Moultonborough, New Hampshire that features a great forest setting and is good for all skill levels. The trail is primarily used for hiking and running. Dogs are also able to use this trail.",5,New Hampshire,43.76025,-71.42324,1
